"OrderID","OrderDate","CustomerID","ProductID","Quantity","EmployeeID","Price"
"58","2022-03-02 08:05:22","10698","99","4","42","40292"
"59","2020-09-26 12:25:30","12805","9","11","93","90420"
"60","2020-09-13 16:13:40","13899","73","4","28","37640"
"61","2021-01-29 11:32:02","13774","68","2","94","29462"
"62","2022-01-12 04:16:21","9148","58","6","65","126594"
"63","2022-09-15 10:15:01","3037","85","10","92","28960"
"64","2021-09-28 18:34:56","10630","98","1","55","15889"
"65","2020-10-14 00:54:27","16771","40","2","97","19604"
"66","2020-11-24 23:36:50","19969","43","6","67","107970"
"67","2022-12-15 23:30:09","19425","54","19","14","640319"
"68","2020-05-15 10:02:59","19221","21","11","26","204292"
"69","2020-01-21 12:58:27","19741","96","17","17","366554"
"70","2020-12-29 21:16:04","16749","65","13","85","278343"
"71","2022-02-18 07:12:40","7661","91","20","42","61980"
"72","2022-10-25 05:45:59","7730","75","20","31","125020"
"73","2021-06-05 13:58:47","3670","32","19","38","114969"
"74","2021-07-11 18:03:33","13406","78","2","33","51544"
"75","2023-03-16 09:43:19","8240","46","6","88","217002"
"76","2022-06-26 16:27:11","12118","61","1","17","20602"
"77","2021-08-13 13:34:39","9187","45","15","2","530940"
"78","2023-02-04 21:09:36","19180","37","3","37","36036"
"79","2020-05-04 23:50:56","19335","33","10","6","361250"
"80","2020-08-02 13:44:54","869","56","11","73","192335"
"81","2021-07-20 20:29:19","11256","16","16","55","120496"
"82","2022-02-15 20:18:42","18821","91","13","21","40287"
"83","2022-10-09 18:27:59","6909","69","14","41","96376"
"84","2020-10-05 09:01:00","1500","93","1","68","32123"
"85","2022-05-23 10:04:22","12044","70","9","64","9522"
"86","2020-11-18 03:54:15","19629","85","3","70","8688"
"87","2021-12-07 14:14:37","809","71","7","72","125993"
"88","2021-10-02 10:00:09","343","78","18","42","463896"
"89","2021-03-24 13:50:18","5897","31","4","73","89424"
"90","2020-03-19 10:53:59","7047","23","18","62","604908"
"91","2020-08-11 21:07:25","9150","63","4","47","59860"
"92","2022-09-04 12:25:10","2922","49","5","90","148010"
"93","2021-03-13 08:03:06","9905","40","9","43","88218"
"94","2020-10-08 05:41:52","364","97","1","56","9990"
"95","2022-06-25 20:00:59","18437","38","10","11","54490"
"96","2022-01-15 21:08:22","2341","65","1","46","21411"
"97","2022-06-25 08:46:32","14227","74","12","27","465648"
"98","2023-01-08 13:12:30","17049","42","15","15","33510"
"99","2020-09-25 20:11:04","12726","47","7","89","126686"
"100","2022-01-07 15:04:30","19551","51","8","98","100848"
"101","2020-02-04 13:17:55","1669","31","16","37","357696"
"102","2023-03-30 04:58:50","19471","64","17","93","502962"
"103","2022-06-19 19:56:41","6917","66","4","37","103580"
"104","2021-03-24 20:29:17","12225","98","2","84","31778"
"105","2022-07-11 08:24:05","13288","49","9","53","266418"
"106","2020-06-10 12:42:49","5799","11","9","10","117450"
"107","2021-03-15 23:44:58","12264","17","7","74","94444"
"108","2023-01-24 00:52:11","15867","29","9","91","354096"
"109","2020-01-28 06:52:56","9628","3","15","71","462825"
"110","2021-01-18 07:47:42","1654","78","5","69","128860"
"111","2020-03-22 10:34:28","5114","86","3","74","5565"
"112","2022-10-25 21:47:45","1627","83","17","37","280891"
"113","2020-12-09 19:40:04","12440","37","5","21","60060"
"114","2022-12-13 20:41:12","9756","47","13","37","235274"
"115","2022-08-20 09:22:50","7878","67","14","82","103712"
"116","2021-10-01 17:22:49","9104","90","3","94","57798"
"117","2020-03-20 13:14:21","15144","79","3","46","80754"
"118","2020-04-12 14:17:17","1124","71","14","73","251986"
"119","2021-01-13 03:09:59","5002","55","18","4","346842"
"120","2021-02-03 01:16:41","15299","33","11","82","397375"
"121","2020-05-22 09:36:39","7944","36","12","64","312960"
"122","2022-09-16 04:43:31","19987","36","2","4","52160"
"123","2020-10-16 21:08:19","14733","85","6","30","17376"
"124","2021-03-07 20:46:29","1094","22","15","61","138825"
"125","2023-02-03 01:41:15","1950","93","8","22","256984"
"126","2021-08-05 19:02:20","17155","74","18","91","698472"
"127","2023-02-26 13:39:11","13572","27","4","10","74640"
"128","2021-03-06 22:20:18","19137","86","10","22","18550"
"129","2022-02-14 15:20:41","12772","10","8","41","237016"
"130","2021-02-19 20:39:26","5731","73","20","23","188200"
"131","2023-04-10 10:24:17","4058","60","18","82","683892"
"132","2022-09-29 13:12:32","1071","34","13","43","67483"
"133","2020-11-11 20:29:14","6973","39","1","95","27178"
"134","2021-08-25 14:20:33","17162","67","14","29","103712"
"135","2021-02-25 19:46:38","10430","33","17","65","614125"
"136","2022-08-05 23:23:44","19578","27","9","89","167940"
"137","2020-12-13 11:15:50","14744","68","17","8","250427"
"138","2021-04-24 17:35:43","10891","60","15","1","569910"
"139","2021-09-10 22:15:11","17608","6","15","6","521400"
"140","2020-10-31 03:25:38","5207","34","5","7","25955"
"141","2021-10-02 15:52:09","13870","92","2","39","34602"
"142","2020-11-07 11:18:44","3299","71","9","42","161991"
"143","2020-05-29 17:38:32","1828","73","2","95","18820"
"144","2023-01-20 07:15:40","2143","80","6","19","231300"
"145","2020-06-03 06:07:22","16053","19","13","68","282438"
"146","2021-01-25 15:39:38","11620","64","10","45","295860"
"147","2022-01-21 09:36:47","14952","69","20","86","137680"
"148","2020-11-21 11:45:49","3147","49","12","75","355224"
"149","2022-12-30 21:26:13","18859","98","8","33","127112"
"150","2021-06-03 18:23:13","10869","6","17","17","590920"
"151","2020-07-22 07:51:02","5561","89","18","42","409644"
"152","2020-12-18 23:16:30","10882","41","1","94","7859"
"153","2020-07-06 06:26:46","1772","89","2","94","45516"
"154","2022-12-07 13:34:41","8160","22","9","19","83295"
"155","2020-10-18 01:43:32","15863","19","7","91","152082"
"156","2022-10-28 22:26:36","4572","11","14","82","182700"
"157","2022-03-02 04:15:15","18730","16","18","14","135558"
"158","2021-07-03 12:40:57","5322","23","14","71","470484"
"159","2021-09-29 15:39:12","3362","94","8","48","5528"
"160","2022-07-26 02:35:35","18153","75","6","8","37506"
"161","2021-09-12 05:37:07","12227","70","15","91","15870"
"162","2022-10-24 20:48:18","9372","63","1","38","14965"
"163","2020-03-08 14:17:33","13547","71","10","30","179990"
"164","2022-04-29 13:14:04","18878","61","11","99","226622"
"165","2022-11-04 16:11:42","6335","49","13","13","384826"
"166","2020-01-06 14:13:29","1579","99","9","95","90657"
"167","2022-07-01 23:48:17","8283","86","18","73","33390"
"168","2021-02-25 19:07:53","17581","42","4","94","8936"
"169","2020-04-10 21:27:59","7803","50","10","75","172080"
"170","2020-10-04 19:39:01","5476","2","11","60","113410"
"171","2021-07-20 08:09:13","19202","96","19","29","409678"
"172","2020-03-01 17:17:50","18992","32","14","27","84714"
"173","2020-04-24 13:24:23","8410","92","15","4","259515"
"174","2021-09-17 17:34:30","3457","37","1","8","12012"
"175","2021-06-21 08:32:15","17836","20","4","65","31612"
"176","2022-10-14 04:51:00","2802","80","18","49","693900"
"177","2021-09-15 11:08:41","15343","74","13","87","504452"
"178","2022-11-13 23:32:04","18720","92","15","76","259515"
"179","2021-05-25 08:59:44","15716","55","13","58","250497"
"180","2021-01-12 23:07:15","16945","39","3","63","81534"
"181","2022-06-13 10:57:05","19889","69","12","71","82608"
"182","2020-01-30 22:37:11","16469","16","18","80","135558"
"183","2020-04-20 10:14:05","16793","90","12","65","231192"
"184","2020-09-28 12:30:03","10105","83","3","17","49569"
"185","2022-09-05 14:24:52","9255","23","17","52","571302"
"186","2021-10-31 01:44:18","2826","75","19","16","118769"
"187","2023-03-11 08:46:43","873","34","12","47","62292"
"188","2023-03-20 03:48:51","818","71","14","31","251986"
"189","2021-04-22 21:31:17","13782","92","17","25","294117"
"190","2022-04-08 15:37:08","13612","58","10","23","210990"
"191","2021-02-19 12:00:49","6187","13","16","84","218144"
"192","2020-02-07 00:22:28","7428","71","15","14","269985"
"193","2022-11-11 01:51:48","17302","71","19","88","341981"
"194","2021-08-25 02:52:56","19616","25","18","6","37566"
"195","2022-09-25 04:33:13","10669","42","6","42","13404"
"196","2022-08-29 01:47:37","726","45","6","46","212376"
"197","2020-09-14 12:02:10","9419","50","18","66","309744"
"198","2021-07-05 23:18:30","8178","87","1","79","30756"
"199","2021-11-16 11:32:35","2321","44","20","37","481640"
"200","2020-01-25 14:58:37","8745","93","3","45","96369"
"201","2022-01-03 04:20:06","1565","20","15","50","118545"
"202","2020-05-24 03:19:10","18218","82","18","13","619218"
"203","2022-02-08 21:30:30","16926","83","8","46","132184"
"204","2023-01-18 01:59:43","2892","4","16","50","330976"
"205","2021-07-22 15:34:06","751","43","5","43","89975"
"206","2020-05-07 12:23:04","12986","31","3","14","67068"
"207","2021-04-20 22:28:48","14326","56","1","73","17485"
"208","2021-07-10 14:47:42","1513","40","13","94","127426"
"209","2023-01-11 01:48:42","5756","34","2","31","10382"
"210","2022-05-18 00:31:23","11716","98","11","97","174779"
"211","2020-10-07 20:35:33","18418","68","6","63","88386"
"212","2022-03-06 22:25:10","14643","18","10","84","175880"
"213","2022-11-19 17:12:09","11662","36","14","50","365120"
"214","2020-09-30 12:56:11","7686","90","17","3","327522"
"215","2022-09-09 19:49:34","17008","1","14","9","543676"
"216","2022-06-04 04:40:37","18130","33","20","27","722500"
"217","2022-02-18 06:23:57","15865","42","9","1","20106"
"218","2022-04-22 15:53:34","12654","95","10","2","305370"
"219","2020-03-01 06:21:37","7767","43","9","68","161955"
"220","2021-10-31 09:10:35","16100","9","12","17","98640"
"221","2021-04-08 16:47:08","11385","6","1","24","34760"
"222","2020-08-23 20:11:01","8458","31","20","22","447120"
"223","2020-04-12 00:17:27","132","50","15","48","258120"
"224","2020-05-26 06:21:06","5407","4","9","1","186174"
"225","2021-05-09 03:13:31","11502","1","20","31","776680"
"226","2022-10-19 05:01:55","6312","54","1","42","33701"
"227","2022-05-04 15:54:37","4894","29","19","98","747536"
"228","2020-12-03 16:19:36","17229","51","17","31","214302"
"229","2021-12-18 02:28:38","1177","51","14","17","176484"
"230","2020-03-22 10:19:55","9256","83","4","5","66092"
"231","2020-05-24 15:26:10","16168","74","11","14","426844"
"232","2020-04-21 07:09:48","14184","87","11","56","338316"
"233","2021-02-05 00:31:44","12029","93","20","33","642460"
"234","2022-07-28 08:40:15","4378","39","9","83","244602"
"235","2022-03-15 08:32:33","4311","7","8","40","126848"
"236","2022-03-10 09:30:11","1895","30","9","51","102366"
"237","2021-10-03 10:00:04","5993","83","2","27","33046"
"238","2022-11-09 05:02:50","5974","6","1","33","34760"
"239","2022-03-01 10:00:05","10945","14","10","20","123060"
"240","2022-02-11 16:51:16","13085","44","16","33","385312"
"241","2022-06-21 20:28:20","2942","14","14","14","172284"
"242","2020-12-17 16:13:43","10358","46","12","96","434004"
"243","2021-04-17 02:35:40","11907","51","3","87","37818"
"244","2021-08-05 01:46:16","8525","99","1","80","10073"
"245","2020-06-17 22:17:46","12166","74","18","51","698472"
"246","2020-05-06 18:45:48","8320","54","2","7","67402"
"247","2023-02-02 02:50:33","18589","54","10","56","337010"
"248","2021-01-14 18:35:47","17173","38","10","42","54490"
"249","2023-03-17 02:38:06","1154","81","8","11","93632"
"250","2022-07-11 14:20:20","11094","9","5","93","41100"
"251","2023-03-26 17:21:43","16034","41","15","62","117885"
"252","2022-03-11 17:05:08","9648","80","8","73","308400"
"253","2020-11-13 08:58:17","8760","46","2","18","72334"
"254","2023-04-03 08:09:36","2251","63","17","16","254405"
"255","2020-05-20 19:45:59","15215","6","16","3","556160"
"256","2020-01-02 23:27:50","14117","88","12","23","82620"
"257","2021-11-26 05:02:48","9525","82","19","45","653619"
"258","2020-01-28 23:27:45","4522","83","10","22","165230"
"259","2020-12-02 05:59:31","4285","45","9","49","318564"
"260","2021-04-03 01:19:07","15919","80","13","64","501150"
"261","2021-08-16 12:35:44","18658","81","4","13","46816"
"262","2023-02-20 19:03:28","11581","39","13","55","353314"
"263","2021-01-06 15:45:47","1651","85","2","1","5792"
"264","2020-04-29 20:14:58","1139","63","3","52","44895"
"265","2020-03-22 18:34:49","10261","20","3","54","23709"
"266","2022-08-11 22:45:37","16074","87","17","66","522852"
"267","2022-08-18 19:09:40","18290","59","10","90","29190"
"268","2022-04-17 02:40:52","4462","53","8","65","9304"
"269","2020-01-20 22:55:47","10108","47","2","90","36196"
"270","2022-02-01 03:17:54","7560","54","11","71","370711"
"271","2021-08-16 07:01:36","13418","47","9","97","162882"
"272","2020-05-27 06:34:23","1278","98","20","45","317780"
"273","2020-04-11 01:12:24","9956","3","10","58","308550"
"274","2022-05-12 22:15:04","1331","18","10","24","175880"
"275","2022-02-03 20:47:53","249","39","6","99","163068"
"276","2021-05-21 10:21:26","19294","46","7","37","253169"
"277","2022-04-12 11:37:10","6809","83","3","86","49569"
"278","2023-01-20 01:45:04","5941","62","4","93","28452"
"279","2021-02-05 10:56:54","13531","54","13","39","438113"
"280","2022-05-21 08:03:52","5100","89","18","16","409644"
"281","2021-08-11 05:54:02","4248","84","18","25","352404"
"282","2023-02-16 21:51:29","13516","14","18","93","221508"
"283","2021-08-07 23:36:31","16749","67","9","2","66672"
"284","2021-01-13 04:44:59","10314","97","5","19","49950"
"285","2022-12-22 05:17:18","16835","12","1","72","33383"
"286","2022-02-15 12:40:07","19005","54","18","52","606618"
"287","2021-06-30 08:04:58","13708","76","6","91","231432"
"288","2022-09-16 05:30:12","8131","92","7","95","121107"
"289","2020-07-02 23:35:06","19132","8","18","15","204372"
"290","2021-08-26 18:30:40","4523","34","4","63","20764"
"291","2021-05-22 02:09:10","5886","16","10","3","75310"
"292","2022-02-19 04:39:11","8096","72","3","66","49428"
"293","2023-01-27 06:39:49","19301","14","13","51","159978"
"294","2022-12-18 05:14:14","14681","56","20","30","349700"
"295","2023-01-26 11:04:21","191","42","8","30","17872"
"296","2020-05-09 11:16:47","14904","80","2","32","77100"
"297","2021-01-11 16:38:29","15879","93","4","43","128492"
"298","2022-10-05 15:51:27","14516","99","19","28","191387"
"299","2022-09-03 17:17:43","4115","71","20","68","359980"
"300","2021-08-13 04:54:29","5395","91","6","75","18594"
"301","2021-06-30 10:28:27","17087","91","19","54","58881"
"302","2023-04-07 13:51:09","10755","55","6","76","115614"
"303","2021-10-03 08:47:26","17640","82","18","16","619218"
"304","2023-03-01 20:23:20","10606","58","15","29","316485"
"305","2022-03-19 05:23:38","1966","78","18","1","463896"
"306","2020-09-09 18:38:14","2094","32","1","15","6051"
"307","2020-09-30 10:52:01","269","4","3","64","62058"
"308","2021-11-04 20:43:07","11730","48","4","80","105040"
"309","2022-04-18 12:36:40","2696","85","19","45","55024"
"310","2022-08-08 20:34:35","14331","38","10","83","54490"
"311","2021-10-11 11:02:48","9541","55","18","64","346842"
"312","2022-09-29 09:59:26","10908","12","16","86","534128"
"313","2022-08-28 00:52:37","1664","47","1","33","18098"
"314","2020-07-04 18:09:14","8513","6","10","47","347600"
"315","2023-03-13 21:37:49","7504","86","15","49","27825"
"316","2020-08-09 17:57:22","13661","98","6","75","95334"
"317","2021-09-26 07:36:29","2276","44","17","54","409394"
"318","2022-06-12 22:30:17","18766","69","10","14","68840"
"319","2022-05-26 21:39:23","4157","65","15","54","321165"
"320","2021-05-24 18:01:45","3434","60","19","9","721886"
"321","2020-08-18 18:23:34","11826","67","4","51","29632"
"322","2020-04-23 19:05:48","3572","33","16","94","578000"
"323","2022-04-22 14:07:42","9050","49","6","57","177612"
"324","2022-07-16 08:44:53","11871","54","20","27","674020"
"325","2023-01-20 22:34:53","15245","14","12","39","147672"
"326","2021-02-14 05:31:33","577","99","1","23","10073"
"327","2022-06-13 21:30:05","17568","16","2","87","15062"
"328","2023-02-16 13:12:32","18548","57","7","9","50862"
"329","2021-08-29 17:29:41","3356","45","6","51","212376"
"330","2023-03-22 23:28:10","3500","32","19","2","114969"
"331","2021-08-14 15:15:27","17327","9","5","17","41100"
"332","2020-03-16 15:08:00","5684","68","12","6","176772"
"333","2022-02-17 13:44:02","18495","34","13","91","67483"
"334","2021-05-05 11:19:24","17790","71","19","50","341981"
"335","2023-01-26 05:47:36","7472","60","6","37","227964"
"336","2020-01-09 12:03:23","1153","12","1","51","33383"
"337","2020-05-10 02:53:19","4038","62","9","9","64017"
"338","2022-08-25 22:54:26","1889","9","4","81","32880"
"339","2022-01-24 00:52:33","1385","89","12","11","273096"
"340","2021-08-19 14:18:13","7911","72","4","15","65904"
"341","2021-09-04 02:32:07","2485","86","8","66","14840"
"342","2022-08-26 12:05:53","6321","57","15","60","108990"
"343","2023-03-26 10:36:19","11666","22","12","62","111060"
"344","2022-07-29 14:38:33","7040","14","4","21","49224"
"345","2022-11-10 08:04:29","6831","71","7","54","125993"
"346","2023-01-25 20:02:55","4844","48","13","60","341380"
"347","2022-07-17 22:11:15","4256","6","3","53","104280"
"348","2021-05-20 10:35:44","13585","73","19","78","178790"
"349","2021-12-07 07:30:05","3333","55","4","57","77076"
"350","2020-12-28 11:57:12","5662","39","3","60","81534"
"351","2022-05-26 12:11:09","858","37","14","48","168168"
"352","2021-02-24 02:47:46","15687","83","5","59","82615"
"353","2022-12-17 14:31:35","16286","8","11","12","124894"
"354","2020-04-18 08:07:21","4758","86","7","78","12985"
"355","2022-07-26 04:48:13","18396","97","14","74","139860"
"356","2022-10-11 10:56:59","185","3","4","31","123420"
"357","2021-08-30 11:23:30","2927","22","18","87","166590"
"358","2021-11-13 16:14:35","10237","67","10","77","74080"
"359","2022-07-09 18:26:04","1203","84","9","60","176202"
"360","2021-03-24 12:48:19","14106","64","5","42","147930"
"361","2022-10-06 06:37:54","8939","44","15","67","361230"
"362","2022-06-27 23:00:20","16985","15","16","22","86688"
"363","2020-11-01 20:15:06","8921","65","6","96","128466"
"364","2023-01-03 00:55:53","10844","19","6","14","130356"
"365","2022-06-22 11:01:21","11653","70","14","45","14812"
"366","2020-07-02 09:55:46","9079","39","1","68","27178"
"367","2023-01-27 06:10:16","18566","6","1","44","34760"
"368","2021-11-04 09:32:59","14237","99","3","14","30219"
"369","2023-04-08 23:21:49","9699","62","12","77","85356"
"370","2021-12-05 07:00:32","2343","18","5","87","87940"
"371","2020-06-15 11:18:12","19729","28","13","35","358150"
"372","2021-12-01 05:36:53","1190","44","7","35","168574"
"373","2022-09-20 05:29:44","15194","53","10","92","11630"
"374","2021-06-08 08:08:52","3432","81","2","99","23408"
"375","2020-09-07 08:57:49","13044","43","13","7","233935"
"376","2021-03-12 05:06:23","14133","28","14","17","385700"
"377","2020-07-03 12:31:53","16180","19","13","73","282438"
"378","2022-04-08 20:35:46","19829","95","1","4","30537"
"379","2020-11-05 14:35:22","1614","61","6","42","123612"
"380","2023-03-11 14:37:21","10374","8","14","63","158956"
"381","2021-06-08 21:34:18","19768","7","16","84","253696"
"382","2020-02-12 10:24:37","630","81","12","30","140448"
"383","2022-04-10 18:12:24","9295","89","11","92","250338"
"384","2022-07-15 23:46:05","1947","98","13","89","206557"
"385","2020-10-01 15:42:40","1557","5","4","81","16152"
"386","2022-07-03 14:46:48","3004","93","19","71","610337"
"387","2021-06-20 05:53:16","14605","21","4","32","74288"
"388","2020-12-28 20:57:43","16288","65","3","64","64233"
"389","2020-09-14 00:59:00","15882","27","4","38","74640"
"390","2022-06-29 23:37:54","12741","92","12","87","207612"
"391","2020-04-13 01:40:15","19092","32","5","40","30255"
"392","2020-10-17 04:17:35","15207","68","9","99","132579"
"393","2023-01-04 00:30:55","1121","15","17","66","92106"
"394","2021-05-29 08:31:45","256","64","16","4","473376"
"395","2021-11-22 20:15:59","8832","65","19","54","406809"
"396","2022-01-02 23:30:17","11329","59","15","15","43785"
"397","2020-08-28 20:25:40","16855","14","12","44","147672"
"398","2020-10-25 06:41:55","2193","17","4","38","53968"
"399","2020-12-31 21:26:50","16075","8","9","96","102186"
"400","2023-02-19 06:46:02","5537","76","9","98","347148"
"401","2023-04-08 03:35:24","9670","12","5","10","166915"
"402","2020-09-23 20:47:10","7057","11","8","53","104400"
"403","2022-11-27 21:43:49","7911","78","15","77","386580"
"404","2020-04-17 16:32:32","4226","41","7","76","55013"
"405","2022-03-20 07:10:23","5841","35","3","72","118416"
"406","2020-05-14 11:27:52","3746","43","17","82","305915"
"407","2022-06-17 14:33:45","19359","66","1","84","25895"
"408","2021-08-20 13:40:55","4463","70","15","73","15870"
"409","2021-07-09 03:20:22","4873","30","14","27","159236"
"410","2023-02-10 19:44:28","17955","58","16","1","337584"
"411","2022-11-16 06:08:28","14154","23","1","85","33606"
"412","2022-02-14 03:54:46","11310","5","16","45","64608"
"413","2021-04-06 14:54:03","12100","16","16","30","120496"
"414","2022-08-21 21:06:08","5665","70","12","74","12696"
"415","2022-04-19 23:12:52","11117","46","15","9","542505"
"416","2021-02-25 19:06:48","2457","74","7","54","271628"
"417","2020-05-01 09:16:49","15606","70","6","33","6348"
"418","2023-04-07 08:27:51","5199","18","7","94","123116"
"419","2020-07-05 20:22:35","19748","40","3","39","29406"
"420","2022-07-16 14:10:02","17011","82","3","47","103203"
"421","2020-09-02 08:54:01","10659","37","16","22","192192"
"422","2022-02-07 07:26:22","11768","18","11","44","193468"
"423","2022-04-25 13:01:30","12528","26","4","17","74120"
"424","2021-08-31 13:40:28","13041","42","3","14","6702"
"425","2022-11-16 07:42:30","2355","85","11","63","31856"
"426","2020-11-10 04:00:42","3629","78","18","5","463896"
"427","2022-09-01 10:59:04","18071","24","6","42","99636"
"428","2022-10-23 20:30:41","7906","59","5","12","14595"
"429","2021-09-14 07:32:16","13626","19","10","56","217260"
"430","2022-03-06 00:33:18","4940","32","4","61","24204"
"431","2022-05-24 23:47:26","1375","80","20","27","771000"
"432","2021-11-27 09:36:37","5275","63","11","6","164615"
"433","2021-07-24 02:51:01","11736","82","9","69","309609"
"434","2022-12-19 08:37:55","15775","77","18","15","107838"
"435","2020-09-23 01:13:14","13277","66","12","48","310740"
"436","2022-08-18 12:34:19","13677","73","1","93","9410"
"437","2021-02-21 06:31:41","19523","39","3","6","81534"
"438","2021-05-20 04:32:25","1189","73","11","94","103510"
"439","2022-01-28 13:23:13","8101","18","9","82","158292"
"440","2020-06-12 08:26:14","4281","45","2","5","70792"
"441","2023-02-27 16:23:49","16914","19","1","89","21726"
"442","2022-05-30 07:33:08","11432","3","10","96","308550"
"443","2023-01-02 04:48:03","13639","61","2","5","41204"
"444","2022-03-25 22:20:47","11614","26","1","53","18530"
"445","2023-01-13 20:32:28","15278","98","8","37","127112"
"446","2020-08-29 12:36:30","16449","1","13","15","504842"
"447","2020-10-18 02:37:22","4166","34","16","25","83056"
"448","2021-11-10 12:46:20","12154","33","19","15","686375"
"449","2020-04-29 03:20:33","1364","50","2","75","34416"
"450","2020-08-28 01:31:57","16526","58","6","76","126594"
"451","2022-08-18 16:00:17","7693","11","4","12","52200"
"452","2020-02-15 16:59:18","368","62","2","46","14226"
"453","2021-09-09 09:40:48","18012","3","20","79","617100"
"454","2022-11-27 12:02:44","18874","93","7","12","224861"
"455","2022-02-04 12:25:28","16335","10","3","9","88881"
"456","2020-11-20 21:50:14","5385","60","19","75","721886"
"457","2022-12-19 20:11:31","14807","36","6","91","156480"
"458","2022-03-18 13:43:44","18168","55","8","21","154152"
"459","2022-10-22 00:16:47","12312","46","14","5","506338"
"460","2021-08-14 05:28:58","16943","69","9","43","61956"
"461","2020-03-18 21:45:21","14640","87","7","18","215292"
"462","2021-09-16 11:32:16","7458","15","3","91","16254"
"463","2020-02-09 11:13:44","7623","48","9","45","236340"
"464","2020-04-24 09:55:53","2486","20","14","56","110642"
"465","2022-12-01 07:12:37","12955","59","1","85","2919"
"466","2021-03-06 05:29:38","12117","75","4","48","25004"
"467","2020-03-20 12:13:36","4805","53","13","46","15119"
"468","2021-07-26 01:27:11","7605","18","2","10","35176"
"469","2023-01-16 10:07:05","17702","82","5","92","172005"
"470","2021-04-11 10:26:06","3270","81","13","25","152152"
"471","2022-07-08 16:46:36","9761","81","16","19","187264"
"472","2022-03-21 16:08:06","18428","14","4","93","49224"
"473","2023-02-25 14:55:18","19030","68","16","21","235696"
"474","2022-10-13 08:03:17","12520","39","6","61","163068"
"475","2021-10-07 21:14:23","6673","5","8","50","32304"
"476","2020-05-24 13:09:34","6844","74","3","5","116412"
"477","2022-12-13 03:31:12","1230","65","11","34","235521"
"478","2022-06-21 03:18:05","16868","2","13","52","134030"
"479","2020-08-28 20:29:20","12889","24","13","82","215878"
"480","2021-04-28 09:59:38","11620","20","5","60","39515"
